date,montant,quantite,heure,type_transaction,is_anomalie
2024-09-28 19:57:50.270270,43165,18,12,remboursement,0
2024-09-06 04:18:01.081081,345354,81,13,remboursement,0
2024-07-10 02:03:57.837837,140311,68,19,vente,0
2024-06-26 13:37:17.837837,306041,10,17,achat,0
2024-10-16 08:51:53.513513,165527,96,13,vente,0
2024-10-24 01:00:32.432432,153112,37,13,remboursement,0
2024-07-12 15:26:50.810810,147181,59,9,remboursement,0
2024-07-22 03:26:07.567567,57635,17,18,remboursement,0
2024-08-03 04:48:17.297297,228687,14,12,achat,0
2024-05-15 04:26:40.000000,174809,71,10,vente,0
2024-08-03 22:20:32.432432,140091,72,16,remboursement,0
2025-06-13 10:17:08.571428,4037775,615,0,remboursement,1
2024-01-28 00:53:20.000000,144011,72,16,vente,0
2024-11-24 19:53:30.810810,304549,76,16,vente,0
2024-02-26 23:55:40.540540,67894,18,11,remboursement,0
2024-09-04 08:27:23.243243,107488,19,14,remboursement,0
2024-08-09 09:52:25.945945,333864,22,13,remboursement,0
2024-04-02 10:29:54.594594,125533,26,15,vente,0
2024-01-21 19:49:11.351351,443598,9,14,achat,0
2024-06-20 17:19:16.756756,425331,46,14,remboursement,0
2024-04-15 14:10:27.027027,266878,25,16,vente,0
2024-12-16 18:01:04.864864,353249,31,11,vente,0
2024-04-23 23:51:21.081081,389546,12,8,achat,0
2025-12-31 00:00:00.000000,3082169,608,1,vente,1
2024-01-01 08:46:07.567567,394913,66,10,achat,0
2024-09-17 12:07:55.675675,450450,93,12,achat,0
2024-10-27 07:55:40.540540,44080,36,18,vente,0
2024-12-06 21:15:40.540540,154666,53,16,achat,0
2024-01-19 23:58:33.513513,320594,66,13,vente,0
2024-09-25 04:16:34.594594,180963,77,18,remboursement,0
2024-09-01 01:32:15.135135,238746,99,11,achat,0
2024-12-10 04:10:48.648648,253304,42,8,achat,0
2024-12-09 10:38:33.513513,143570,69,13,vente,0
2024-07-27 23:44:08.648648,433734,77,10,achat,0
2024-10-22 13:56:02.162162,74519,15,18,vente,0
2024-07-20 07:35:29.729729,8770,15,16,achat,0
2024-08-14 03:52:04.324324,90053,11,17,achat,0
2024-01-11 05:31:31.891891,264405,90,19,remboursement,0
2024-12-29 04:09:22.162162,480759,38,16,achat,0
2024-06-11 05:20:00.000000,40790,52,17,remboursement,0
2024-07-29 02:02:31.351351,244292,6,12,achat,0
2024-01-30 14:16:12.972972,101160,50,18,achat,0
2024-10-29 21:18:33.513513,172403,40,9,achat,0
2024-01-28 18:25:35.135135,178101,43,12,achat,0
2024-09-13 20:26:40.000000,32757,8,9,achat,0
2024-01-29 03:11:42.702702,151935,60,11,remboursement,0
2024-09-05 10:45:45.945945,236773,95,17,vente,0
2024-12-07 06:01:48.108108,456598,80,11,vente,0
2024-02-29 22:04:41.081081,319281,39,17,vente,0
2025-03-23 17:08:34.285714,2974687,627,1,vente,1
2024-01-05 00:27:23.243243,481006,93,18,remboursement,0
2024-08-02 11:16:02.162162,355171,90,13,achat,0
2024-10-05 09:48:06.486486,144190,12,19,vente,0
2024-04-17 10:01:04.864864,164011,56,9,remboursement,0
2024-05-20 15:58:33.513513,364295,37,8,vente,0
2025-01-01 00:00:00.000000,4098201,992,3,vente,1
2024-06-14 03:29:00.540540,145547,78,10,remboursement,0
2024-03-21 00:21:37.297297,206123,40,13,achat,0
2024-11-04 00:04:19.459459,334794,39,14,achat,0
2024-09-18 05:40:10.810810,373455,56,13,remboursement,0
2024-03-27 22:58:01.081081,271656,8,16,remboursement,0
2024-07-05 08:04:19.459459,388426,77,9,achat,0
2024-04-17 18:47:12.432432,459581,38,12,vente,0
2024-07-28 17:16:23.783783,101748,93,19,remboursement,0
2024-07-01 07:36:56.216216,148572,35,13,vente,0
2024-03-13 08:12:58.378378,490375,62,12,vente,0
2024-06-18 12:42:31.351351,89258,3,9,vente,0
2024-05-13 17:22:09.729729,326516,71,19,achat,0
2024-05-04 22:55:08.108108,126292,54,19,vente,0
2024-06-08 15:57:07.027027,201604,82,13,achat,0
2024-02-29 04:32:25.945945,435305,2,12,vente,0
2024-04-29 20:09:22.162162,116095,79,18,achat,0
2024-08-05 18:11:10.270270,100428,57,12,remboursement,0
2024-06-22 13:09:54.594594,404826,71,19,vente,0
2024-02-25 04:05:02.702702,363062,44,14,remboursement,0
2024-03-04 13:45:56.756756,193992,99,11,achat,0
2024-05-17 17:49:32.972972,215462,5,19,vente,0
2025-01-23 06:51:25.714285,3085110,960,3,vente,1
2024-05-03 03:04:30.270270,486959,79,12,achat,0
2024-04-06 10:57:17.837837,148573,79,17,achat,0
2025-08-19 06:51:25.714285,3024446,619,2,achat,1
2024-07-24 08:02:52.972972,310888,36,9,achat,0
2024-10-03 22:43:36.216216,321448,56,17,remboursement,0
2025-02-07 03:25:42.857142,4384333,504,0,vente,1
2024-02-08 17:29:22.162162,426655,66,17,vente,0
2024-08-26 05:14:14.054054,330834,62,11,remboursement,0
2024-09-06 13:04:08.648648,179166,47,15,remboursement,0
2024-06-11 14:06:07.567567,56012,48,11,remboursement,0
2024-07-13 17:45:13.513513,148008,16,19,vente,0
2024-08-07 14:01:48.108108,278280,16,8,vente,0
2024-07-14 02:31:21.081081,147108,17,19,remboursement,0
2024-03-27 05:25:45.945945,333873,73,16,remboursement,0
2024-10-21 11:37:39.459459,400813,13,10,remboursement,0
2024-11-08 09:17:50.270270,227345,73,9,achat,0
2024-12-07 14:47:55.675675,12399,24,16,remboursement,0
2024-04-19 14:37:50.270270,17780,7,19,remboursement,0
2024-01-11 14:17:39.459459,195128,2,10,achat,0
2024-07-08 23:45:35.135135,372482,92,14,achat,0
2024-12-23 16:37:28.648648,244157,70,11,achat,0
2024-04-28 00:18:44.324324,417332,97,13,vente,0
2024-11-03 15:18:11.891891,74165,74,13,vente,0
2024-10-19 07:00:54.054054,312946,18,17,vente,0
2024-11-23 08:49:00.540540,127366,62,15,vente,0
2024-06-21 19:37:39.459459,307146,61,9,achat,0
2024-06-30 14:04:41.081081,274482,47,17,vente,0
2024-07-17 00:40:21.621621,448232,66,17,remboursement,0
2024-04-15 05:24:19.459459,470715,80,19,achat,0
2024-10-05 01:01:58.918918,117424,29,13,vente,0
2024-01-08 07:22:31.351351,325037,51,14,vente,0
2024-01-11 23:03:47.027027,122928,80,14,remboursement,0
2024-12-03 14:20:32.432432,366732,91,12,vente,0
2024-04-06 19:43:25.405405,379857,18,19,vente,0
2024-09-14 13:58:55.135135,493484,51,9,achat,0
2024-04-02 01:43:47.027027,382544,38,18,vente,0
2024-11-10 13:54:35.675675,20588,17,17,vente,0
2024-10-07 05:38:44.324324,108088,83,9,achat,0
2024-08-21 20:00:43.243243,212328,59,8,vente,0
2024-02-24 10:32:47.567567,116573,30,17,vente,0
2024-09-01 10:18:22.702702,416373,74,14,achat,0
2024-09-11 07:03:47.027027,369716,18,12,vente,0
2024-12-27 17:04:51.891891,47299,85,13,vente,0
2024-10-10 03:47:44.864864,490369,7,15,remboursement,0
2024-11-07 06:59:27.567567,370500,29,8,remboursement,0
2024-09-03 06:09:00.540540,236749,16,13,remboursement,0
2024-02-25 21:37:17.837837,30457,99,19,vente,0
2024-02-28 02:14:03.243243,238913,56,12,remboursement,0
2024-07-21 18:40:00.000000,65848,87,16,remboursement,0
2024-10-01 18:06:50.810810,17076,63,8,achat,0
2024-11-25 13:25:45.945945,344205,44,17,achat,0
2024-12-18 13:51:42.702702,366548,34,16,remboursement,0
2024-11-18 14:49:22.162162,334408,92,14,remboursement,0
2024-01-02 19:50:37.837837,335328,50,9,remboursement,0
2024-10-30 23:36:56.216216,452185,8,15,vente,0
2024-05-16 06:45:02.702702,239241,39,11,achat,0
2024-10-20 00:33:09.189189,39622,81,8,achat,0
2024-11-25 04:39:38.378378,397776,1,15,vente,0
2024-09-19 16:44:41.081081,433373,17,15,vente,0
2024-07-25 10:21:15.675675,494028,97,16,vente,0
2024-09-21 12:35:18.918918,14399,70,10,achat,0
2024-12-17 11:33:20.000000,466987,6,10,achat,0
2024-11-19 17:07:44.864864,76939,37,8,vente,0
2024-05-21 18:16:56.216216,280119,53,18,achat,0
2024-04-10 11:24:41.081081,231280,21,16,vente,0
2024-07-27 06:11:53.513513,442574,68,10,achat,0
2024-04-25 02:09:43.783783,124119,20,9,achat,0
2024-09-15 16:17:17.837837,156328,25,17,remboursement,0
2024-05-30 21:30:05.405405,374604,61,10,achat,0
2024-12-20 18:28:28.108108,418270,74,14,achat,0
2024-04-21 01:42:20.540540,356637,73,19,vente,0
2024-07-17 09:26:29.189189,421460,63,19,achat,0
2024-06-24 17:46:40.000000,446209,63,18,remboursement,0
2024-04-23 15:05:13.513513,375288,71,8,vente,0
2024-02-18 05:28:38.918918,346559,70,12,remboursement,0
2024-05-10 10:27:01.621621,151903,7,17,vente,0
2024-08-09 01:06:18.378378,290183,81,13,vente,0
2024-11-05 02:22:42.162162,397002,48,10,achat,0
2024-12-02 12:02:09.729729,210214,91,15,remboursement,0
2024-04-07 22:01:48.108108,41382,35,18,vente,0
2024-06-22 21:56:02.162162,316896,70,17,achat,0
2024-11-03 06:32:04.324324,89193,63,10,achat,0
2024-07-16 07:08:06.486486,217079,33,15,achat,0
2024-08-24 00:37:28.648648,106999,10,19,vente,0
2024-07-23 14:30:37.837837,358247,73,10,vente,0
2024-01-07 22:36:23.783783,309647,55,10,achat,0
2024-04-22 21:32:58.378378,424364,93,16,achat,0
2024-05-05 16:27:23.243243,489540,49,13,vente,0
2024-12-17 02:47:12.432432,439895,47,11,achat,0
2024-03-24 16:02:52.972972,371648,57,15,achat,0
2024-04-22 12:46:50.810810,182946,45,10,remboursement,0
2024-02-15 16:05:45.945945,101213,33,15,remboursement,0
2024-05-07 12:18:01.081081,392435,44,17,achat,0
2024-06-20 08:33:09.189189,264642,52,13,vente,0
2024-06-06 20:06:29.189189,193467,68,11,vente,0
2024-02-20 01:19:16.756756,99348,97,13,vente,0
2024-01-30 05:30:05.405405,146519,17,13,achat,0
2024-09-02 03:50:37.837837,352625,36,14,remboursement,0
2024-06-04 06:43:36.216216,273227,50,9,vente,0
2024-12-01 00:57:39.459459,5209,87,19,remboursement,0
2024-12-01 09:43:47.027027,227071,3,12,achat,0
2024-02-01 18:52:58.378378,232870,47,12,vente,0
2024-07-07 03:54:57.297297,73754,8,12,remboursement,0
2024-12-27 08:18:44.324324,169342,37,12,remboursement,0
2024-03-31 14:39:16.756756,214633,52,11,achat,0
2024-05-10 19:13:09.189189,388170,26,10,vente,0
2024-11-24 02:21:15.675675,273356,47,18,achat,0
2024-10-17 02:24:08.648648,174807,53,9,vente,0
2024-08-07 22:47:55.675675,351883,54,12,vente,0
2024-08-06 11:43:25.405405,244073,90,12,achat,0
2024-08-11 14:29:11.351351,326196,19,12,achat,0
2024-09-21 03:49:11.351351,278363,60,12,achat,0
2024-03-18 10:58:44.324324,173369,36,11,achat,0
2024-08-25 02:55:51.351351,43546,51,13,vente,0
2024-06-28 18:14:03.243243,227036,64,19,remboursement,0
2024-12-22 05:32:58.378378,49518,19,17,vente,0
2024-05-02 09:32:15.135135,391369,61,10,achat,0
2024-07-08 06:13:20.000000,401053,89,10,achat,0
2024-01-26 13:48:49.729729,37535,82,11,achat,0
2024-09-04 17:13:30.810810,101741,98,13,achat,0
2024-07-02 09:55:18.918918,141313,76,13,vente,0
2025-03-01 10:17:08.571428,4648718,742,2,achat,1
2024-02-26 06:23:25.405405,338811,26,16,achat,0
2024-10-04 07:29:43.783783,346504,80,15,remboursement,0
2024-01-18 12:54:03.243243,48013,41,14,vente,0
2024-03-17 08:40:21.621621,181443,18,12,remboursement,0
2024-11-21 12:58:22.702702,240560,2,19,remboursement,0
2024-01-16 08:17:17.837837,82271,56,18,vente,0
2024-10-15 06:33:30.810810,247556,21,15,achat,0
2024-07-08 14:59:27.567567,392405,86,15,remboursement,0
2024-03-15 04:03:36.216216,332936,2,14,vente,0
2024-02-07 15:10:59.459459,43598,45,16,remboursement,0
2024-01-15 23:31:10.270270,312942,44,15,achat,0
2024-12-10 21:43:03.783783,378221,61,10,achat,0
2024-07-19 22:49:22.162162,366858,10,15,remboursement,0
2024-09-23 08:25:56.756756,236615,62,17,achat,0
2024-10-16 00:05:45.945945,460910,93,16,achat,0
2024-02-08 08:43:14.594594,316921,10,16,remboursement,0
2024-09-17 03:21:48.108108,247955,83,17,vente,0
2024-01-24 17:58:11.891891,469251,86,10,remboursement,0
2024-06-07 04:52:36.756756,309465,87,10,achat,0
2024-06-19 06:14:46.486486,382332,20,10,achat,0
2024-01-22 13:21:26.486486,221110,92,13,achat,0
2024-12-12 08:47:34.054054,305763,75,13,achat,0
2024-08-30 05:41:37.297297,27024,4,8,achat,0
2024-01-09 18:27:01.621621,85857,68,13,achat,0
2024-08-29 12:09:22.162162,489137,51,18,vente,0
2024-09-12 00:36:02.162162,89821,19,16,remboursement,0
2024-06-10 03:01:37.297297,38545,26,10,achat,0
2024-07-25 01:35:08.108108,175231,51,19,remboursement,0
2024-12-01 18:29:54.594594,141611,55,12,vente,0
2024-04-03 12:48:17.297297,133381,17,13,vente,0
2024-07-25 19:07:23.243243,290815,95,11,achat,0
2024-08-12 16:47:34.054054,284934,25,19,remboursement,0
2024-12-04 07:52:47.567567,235144,89,19,remboursement,0
2024-12-13 02:19:49.189189,184166,85,13,vente,0
2024-05-14 02:08:17.297297,44477,94,18,vente,0
2024-01-19 06:26:18.378378,87600,25,14,remboursement,0
2024-02-22 05:56:02.162162,140797,47,11,remboursement,0
2024-03-30 12:20:54.054054,401991,66,19,achat,0
2024-03-06 18:22:42.162162,308564,44,14,remboursement,0
2024-01-21 11:03:03.783783,359547,76,9,vente,0
2024-02-16 18:24:08.648648,209986,91,8,achat,0
2024-08-11 05:43:03.783783,5916,73,17,vente,0
2024-06-22 04:23:47.027027,62124,72,8,achat,0
2024-03-03 02:41:26.486486,287516,98,15,achat,0
2024-11-09 02:50:05.405405,461524,74,13,remboursement,0
2024-03-20 06:49:22.162162,84803,15,12,vente,0
2024-02-17 11:56:23.783783,16600,99,14,vente,0
2024-07-02 18:41:26.486486,225386,83,19,vente,0
2024-02-19 16:33:09.189189,220572,87,10,vente,0
2024-08-07 05:15:40.540540,389793,14,16,vente,0
2024-10-08 07:57:07.027027,478426,42,19,vente,0
2024-10-26 23:09:32.972972,459923,18,19,remboursement,0
2024-08-22 22:19:05.945945,444948,93,19,vente,0
2024-06-04 15:29:43.783783,148670,41,10,remboursement,0
2024-12-19 16:10:05.405405,253292,16,15,achat,0
2025-10-17 17:08:34.285714,2032175,825,1,vente,1
2024-01-26 05:02:42.162162,242403,70,17,vente,0
2024-02-12 09:10:37.837837,251848,23,14,vente,0
2024-06-10 20:33:52.432432,293999,56,17,achat,0
2024-03-21 09:07:44.864864,27076,83,14,remboursement,0
2024-09-27 08:53:20.000000,87016,96,9,vente,0
2024-03-08 05:27:12.432432,263430,32,19,achat,0
2024-10-12 08:24:30.270270,66394,25,16,vente,0
2024-04-13 18:19:49.189189,67543,44,12,vente,0
2024-07-21 09:53:52.432432,271145,57,9,remboursement,0
2024-10-18 22:14:46.486486,410325,86,13,vente,0
2024-02-10 13:20:00.000000,390114,60,9,remboursement,0
2024-04-20 08:10:05.405405,323365,49,16,vente,0
2024-11-02 04:13:41.621621,254004,48,11,achat,0
2024-03-16 06:21:58.918918,180746,51,12,remboursement,0
2024-06-02 19:39:05.945945,61888,21,11,remboursement,0
2024-08-26 14:00:21.621621,451880,5,13,remboursement,0
2024-04-21 10:28:28.108108,432562,29,17,achat,0
2024-10-13 10:42:52.972972,126716,86,11,remboursement,0
2024-11-16 10:12:36.756756,386050,12,12,remboursement,0
2024-12-05 10:11:10.270270,221194,9,9,vente,0
2024-08-04 07:06:40.000000,17419,68,11,vente,0
2025-04-07 13:42:51.428571,3646141,645,0,remboursement,1
2024-03-20 15:35:29.729729,342261,60,12,achat,0
2024-08-04 15:52:47.567567,38697,28,17,achat,0
2024-01-02 11:04:30.270270,73122,51,16,achat,0
2024-04-09 00:20:10.810810,28341,28,12,remboursement,0
2024-02-02 21:11:21.081081,12928,54,18,remboursement,0
2024-11-22 15:16:45.405405,140174,45,13,vente,0
2025-04-15 00:00:00.000000,2004694,776,4,vente,1
2024-06-10 11:47:44.864864,190151,23,19,vente,0
2024-01-03 13:22:52.972972,219709,1,9,remboursement,0
2024-05-02 18:18:22.702702,144152,70,17,remboursement,0
2024-03-26 11:53:30.810810,393388,18,8,vente,0
2024-09-09 19:59:16.756756,64884,59,14,achat,0
2024-03-06 09:36:34.594594,476449,61,8,achat,0
2024-07-06 01:36:34.594594,96891,1,19,remboursement,0
2024-05-23 22:53:41.621621,162620,73,17,remboursement,0
2024-08-09 18:38:33.513513,128168,68,19,achat,0
2024-04-17 01:14:57.297297,213851,80,10,vente,0
2024-04-16 16:28:49.729729,312311,47,9,achat,0
2024-08-21 11:14:35.675675,30825,5,9,achat,0
2024-07-30 13:07:01.621621,131865,93,18,vente,0
2024-11-29 22:39:16.756756,108021,58,11,achat,0
2024-04-05 17:25:02.702702,230074,35,8,achat,0
2024-07-11 21:54:35.675675,342291,56,15,vente,0
2024-04-11 04:56:56.216216,205940,35,11,achat,0
2024-12-04 16:38:55.135135,391006,24,8,remboursement,0
2024-04-27 06:46:29.189189,287745,27,19,remboursement,0
2024-04-12 16:01:26.486486,64949,55,12,remboursement,0
2024-05-19 22:26:18.378378,398981,83,17,vente,0
2024-02-04 17:01:58.918918,161089,48,15,remboursement,0
2024-12-09 19:24:41.081081,369970,14,15,remboursement,0
2024-02-06 12:52:36.756756,55893,71,11,vente,0
2024-11-02 21:45:56.756756,425919,83,16,remboursement,0
2024-12-13 19:52:04.324324,107658,90,10,vente,0
2024-01-10 11:59:16.756756,387601,72,19,achat,0
2024-02-24 01:46:40.000000,496294,92,8,vente,0
2024-11-22 06:30:37.837837,365701,41,19,vente,0
2024-05-31 23:48:28.108108,243755,29,19,vente,0
2024-07-18 20:30:59.459459,306129,58,17,achat,0
2024-11-01 01:55:18.918918,256942,59,8,vente,0
2024-04-20 16:56:12.972972,268653,96,11,vente,0
2024-01-25 02:44:19.459459,136436,89,14,remboursement,0
2024-09-27 17:39:27.567567,118135,6,10,vente,0
2024-04-28 17:50:59.459459,368157,14,15,achat,0
2024-07-04 14:32:04.324324,318078,12,15,remboursement,0
2024-11-06 04:41:04.864864,365029,78,19,remboursement,0
2024-06-09 18:15:29.729729,398887,17,9,vente,0
2024-07-02 01:09:11.351351,66480,72,8,remboursement,0
2024-06-18 03:56:23.783783,269320,23,13,achat,0
2025-06-28 06:51:25.714285,3995238,556,3,achat,1
2024-06-18 21:28:38.918918,244423,32,19,remboursement,0
2024-10-26 05:37:17.837837,312015,28,16,remboursement,0
2024-03-04 04:59:49.189189,365704,54,8,remboursement,0
2024-12-14 22:10:27.027027,60264,45,10,achat,0
2024-09-30 07:02:20.540540,404130,90,18,achat,0
2024-02-11 06:52:15.135135,433990,40,15,remboursement,0
2024-12-29 12:55:29.729729,228070,41,10,achat,0
2024-04-02 19:16:02.162162,108627,11,14,vente,0
2025-11-23 20:34:17.142857,2340822,864,4,vente,1
2025-01-08 10:17:08.571428,2577569,888,1,vente,1
2024-01-16 17:03:25.405405,297321,90,15,achat,0
2024-01-02 02:18:22.702702,331754,77,11,achat,0
2024-06-17 10:24:08.648648,481182,21,18,achat,0
2024-05-30 12:43:57.837837,134789,35,19,achat,0
2024-01-13 18:54:24.864864,60006,59,11,remboursement,0
2024-03-25 18:21:15.675675,218968,32,12,remboursement,0
2024-01-04 06:55:08.108108,92228,32,17,achat,0
2024-01-18 04:07:55.675675,349359,50,17,vente,0
2024-08-18 21:51:42.702702,202298,76,13,vente,0
2024-12-25 12:28:06.486486,377958,89,13,remboursement,0
2024-11-26 06:58:01.081081,322330,38,19,remboursement,0
2024-05-10 01:40:54.054054,367470,19,9,vente,0
2024-11-15 07:54:14.054054,373503,61,16,remboursement,0
2024-06-25 11:18:55.135135,304395,3,17,achat,0
2024-05-07 03:31:53.513513,497545,30,16,remboursement,0
2024-12-11 06:29:11.351351,317768,4,8,achat,0
2024-08-15 06:10:27.027027,323505,25,15,achat,0
2024-04-09 09:06:18.378378,475430,9,11,vente,0
2024-12-26 06:00:21.621621,440252,52,17,remboursement,0
2024-07-23 05:44:30.270270,100852,36,19,remboursement,0
2024-02-17 20:42:31.351351,401963,28,18,vente,0
2024-08-13 01:33:41.621621,481377,18,17,vente,0
2024-07-26 03:53:30.810810,152522,70,11,remboursement,0
2024-06-09 00:43:14.594594,489976,11,14,achat,0
2024-01-06 11:31:53.513513,427696,48,15,achat,0
2024-05-19 13:40:10.810810,22824,26,13,remboursement,0
2024-05-22 11:49:11.351351,229749,3,10,achat,0
2024-01-25 20:16:34.594594,286941,18,19,vente,0
2024-08-01 00:11:31.891891,284302,60,11,vente,0
2024-01-18 21:40:10.810810,499117,66,17,vente,0
2024-11-20 10:40:00.000000,322388,99,11,vente,0
2024-07-03 12:13:41.621621,9695,57,18,remboursement,0
2024-04-26 13:14:14.054054,385643,67,10,achat,0
2024-12-16 09:14:57.297297,284916,33,14,vente,0
2024-08-23 07:05:13.513513,71433,22,15,vente,0
2024-09-08 00:08:38.918918,454251,95,19,remboursement,0
2024-07-09 17:17:50.270270,347059,23,19,remboursement,0
2024-09-20 19:03:03.783783,444923,31,14,vente,0
2024-02-16 09:38:01.081081,460753,3,15,remboursement,0
2025-02-14 13:42:51.428571,2429223,943,2,remboursement,1
2024-06-17 19:10:16.216216,397977,74,8,vente,0
2024-10-10 21:20:00.000000,474497,15,14,achat,0
2024-12-02 20:48:17.297297,114920,58,11,vente,0
2024-01-06 02:45:45.945945,420427,38,14,remboursement,0
2024-09-24 10:44:19.459459,105931,72,13,vente,0
2024-03-19 04:30:59.459459,459472,94,10,remboursement,0
2024-05-15 13:12:47.567567,138692,93,10,vente,0
2024-06-26 04:51:10.270270,207509,88,8,achat,0
2024-05-11 03:59:16.756756,418341,79,15,remboursement,0
2024-09-22 23:39:49.189189,287191,82,18,achat,0
2024-07-15 13:35:51.351351,118694,75,8,remboursement,0
2024-08-05 00:38:55.135135,352076,71,18,vente,0
2024-07-19 14:03:14.594594,320980,79,11,vente,0
2024-03-18 02:12:36.756756,466212,45,10,achat,0
2024-02-02 12:25:13.513513,203715,62,13,achat,0
2024-02-11 15:38:22.702702,402518,7,8,achat,0
2024-07-16 15:54:14.054054,249269,26,15,vente,0
2024-06-06 02:34:14.054054,127834,80,18,vente,0
2024-11-18 23:35:29.729729,78168,88,8,achat,0
2024-02-10 04:33:52.432432,409189,44,8,vente,0
2024-06-23 15:28:17.297297,83947,82,8,achat,0
2024-04-11 13:43:03.783783,410218,97,18,vente,0
2024-08-20 00:10:05.405405,262777,62,11,achat,0
2024-10-29 03:46:18.378378,407993,40,13,remboursement,0
2024-09-28 11:11:42.702702,237084,33,9,vente,0
2024-05-06 09:59:38.378378,128791,56,16,remboursement,0
2024-07-10 19:36:12.972972,484564,4,16,vente,0
2024-10-14 21:47:23.243243,489497,88,18,vente,0
2024-07-19 05:17:07.027027,399718,98,15,remboursement,0
2024-02-09 19:47:44.864864,280429,25,15,vente,0
2024-08-20 08:56:12.972972,474837,69,15,achat,0
2024-02-27 17:27:55.675675,148684,89,19,remboursement,0
2024-08-28 01:04:51.891891,435246,59,9,vente,0
2024-06-29 03:00:10.810810,471152,26,10,achat,0
2024-05-27 14:34:57.297297,5840,8,12,remboursement,0
2024-05-30 03:57:50.270270,436989,93,18,remboursement,0
2024-03-18 19:44:51.891891,452489,41,12,remboursement,0
2025-11-09 00:00:00.000000,3729912,651,1,vente,1
2024-01-13 10:08:17.297297,349950,90,10,remboursement,0
2024-05-04 14:09:00.540540,231952,10,15,achat,0
2024-01-05 09:13:30.810810,85770,66,15,achat,0
2024-11-17 21:17:07.027027,88591,50,13,vente,0
2024-10-01 09:20:43.243243,353152,1,17,vente,0
2025-12-08 17:08:34.285714,4890978,825,0,vente,1
2024-04-10 20:10:48.648648,136066,52,15,remboursement,0
2024-12-26 14:46:29.189189,128980,80,8,vente,0
2024-05-18 11:21:48.108108,407893,93,14,remboursement,0
2024-11-11 07:26:50.810810,462301,97,12,remboursement,0
2024-11-27 00:30:16.216216,246876,80,10,vente,0
2025-11-16 10:17:08.571428,3767052,900,1,achat,1
2024-12-26 23:32:36.756756,232021,6,15,achat,0
2024-06-03 13:11:21.081081,188206,11,17,remboursement,0
2024-08-13 19:05:56.756756,126937,85,11,remboursement,0
2024-06-21 02:05:24.324324,238984,34,12,vente,0
2024-09-14 22:45:02.702702,459623,85,12,remboursement,0
2024-12-24 18:55:51.351351,115290,64,13,vente,0
2024-08-29 20:55:29.729729,343916,50,19,remboursement,0
2024-02-26 15:09:32.972972,357895,60,15,achat,0
2024-01-31 07:48:28.108108,214019,22,11,achat,0
2025-07-05 17:08:34.285714,3986373,750,4,vente,1
2024-04-04 06:20:32.432432,362851,92,14,remboursement,0
2024-05-11 21:31:31.891891,50708,3,19,achat,0
2024-05-29 01:39:27.567567,141971,10,17,achat,0
2024-10-22 05:09:54.594594,177026,54,16,achat,0
2024-09-23 17:12:04.324324,474311,90,17,remboursement,0
2024-05-24 07:39:49.189189,368114,41,18,vente,0
2024-04-03 04:02:09.729729,453400,90,11,vente,0
2024-07-31 06:39:16.756756,396479,52,17,remboursement,0
2024-01-04 15:41:15.675675,340087,22,18,vente,0
2024-10-11 14:52:15.135135,47678,90,14,remboursement,0
2024-08-28 09:50:59.459459,294151,63,19,remboursement,0
2024-09-10 04:45:24.324324,464384,65,14,achat,0
2024-12-06 03:43:25.405405,393550,94,8,remboursement,0
2024-10-27 16:41:48.108108,111242,33,19,vente,0
2024-09-18 14:26:18.378378,446887,12,14,remboursement,0
2024-07-17 18:12:36.756756,461243,87,18,vente,0
2024-03-12 05:54:35.675675,339091,64,13,remboursement,0
2024-12-14 04:38:11.891891,388267,48,14,remboursement,0
2024-06-27 15:55:40.540540,267037,7,19,vente,0
2024-09-13 02:54:24.864864,15207,6,11,achat,0
2024-06-05 00:15:51.351351,349620,66,10,vente,0
2024-08-14 12:38:11.891891,317094,39,12,achat,0
2024-03-02 00:23:03.783783,42361,96,11,vente,0
2024-11-01 19:27:34.054054,346603,12,19,remboursement,0
2024-11-06 13:27:12.432432,158329,75,17,achat,0
2024-04-15 22:56:34.594594,209446,87,13,vente,0
2024-07-14 11:17:28.648648,437452,84,19,vente,0
2024-12-21 12:00:43.243243,19439,12,11,achat,0
2024-06-16 08:05:45.945945,168502,6,14,remboursement,0
2024-04-14 20:38:11.891891,294754,88,16,remboursement,0
2024-12-11 15:15:18.918918,276772,72,8,vente,0
2024-05-09 08:08:38.918918,481984,2,12,remboursement,0
2024-11-23 00:02:52.972972,24159,9,14,remboursement,0
2024-05-24 16:25:56.756756,488791,77,15,remboursement,0
2024-12-05 01:25:02.702702,272751,72,16,achat,0
2024-06-27 07:09:32.972972,318760,12,14,vente,0
2024-12-28 10:37:07.027027,36541,98,9,achat,0
2024-04-28 09:04:51.891891,193057,84,11,achat,0
2024-12-12 17:33:41.621621,12032,17,18,remboursement,0
2024-06-16 16:51:53.513513,243569,31,11,vente,0
2024-09-26 15:21:04.864864,335810,80,19,remboursement,0
2024-10-14 04:15:08.108108,453032,52,9,remboursement,0
2024-02-01 01:20:43.243243,239824,57,10,vente,0
2024-05-19 04:54:03.243243,160146,29,10,remboursement,0
2024-07-30 04:20:54.054054,439107,88,19,remboursement,0
2024-05-14 19:40:32.432432,488157,62,16,achat,0
2024-08-14 21:24:19.459459,383355,68,10,achat,0
2024-07-01 16:23:03.783783,147617,65,16,vente,0
2024-05-14 10:54:24.864864,452079,43,19,vente,0
2024-08-22 13:32:58.378378,82256,9,10,achat,0
